"ID","TYPE","SHAPE","AREA_M2"
WCC_SW000369,Manhole,POINT (1748850.2805023193 5422374.026199341),1748.709772053553
WCC_SW000371,Manhole,POINT (1752226.2245025635 5424214.293197632),605.4568096597795
WCC_SW000372,Manhole,POINT (1752729.8535003662 5425105.221199036),1783.1873329917435
WCC_SW000375,Manhole,POINT (1747559.3815002441 5428040.778198242),2652.3557798052207
WCC_SW000377,Manhole,POINT (1747269.1015014648 5430463.403198242),1208.0019769740466
WCC_SW000380,Manhole,POINT (1749875.2884979248 5432368.348197937),282.9388951481378
WCC_SW000388,Manhole,POINT (1751416.2064971924 5431742.43119812),982.0130202136643
WCC_SW000389,Manhole,POINT (1751421.152496338 5431735.2602005005),3478.2884843755164
WCC_SW000390,Manhole,POINT (1751300.2235031128 5436193.076202393),1119.6262240691285
WCC_SW000392,Manhole,POINT (1751302.253501892 5436236.075202942),2263.5351692989643
WCC_SW000393,Manhole,POINT (1751313.1914978027 5436279.802200317),1736.6619986243895
WCC_SW000395,Manhole,POINT (1751308.4605026245 5435985.9191970825),1741.4237288316071
WCC_SW000406,Manhole,POINT (1752786.3805007935 5434618.409202576),3584.6447959561774
WCC_SW000407,Manhole,POINT (1752785.482498169 5434624.47820282),4134.040470006701
WCC_SW000409,Manhole,POINT (1753107.8314971924 5434644.565200806),84.63714700646233
WCC_SW000896,Manhole,POINT (1745581.4294967651 5428622.428199768),1170.5659112171852
WCC_SW000940,Manhole,POINT (1750485.0224990845 5431305.101196289),1863.0003332177876
WCC_SW000971,Manhole,POINT (1747152.9635009766 5424320.461196899),1033.663010444434
WCC_SW000975,Manhole,POINT (1747124.4004974365 5424401.000198364),2400.367810607888
WCC_SW001005,Manhole,POINT (1747444.871498108 5422401.467201233),557.6205393039854
WCC_SW001149,Manhole,POINT (1747515.6354980469 5423756.874198914),155.65859742631437
WCC_SW001181,Manhole,POINT (1747484.7975006104 5425157.723197937),666.211614816275
WCC_SW001211,Manhole,POINT (1747856.6884994507 5424225.401199341),737.0046325511357
WCC_SW000029,Lamphole,POINT (1752126.6275024414 5425366.521202087),8271.896692969778
WCC_SW000031,Manhole,POINT (1752467.7344970703 5425357.216201782),403.8121163955366
WCC_SW001318,Manhole,POINT (1748725.1194992065 5421540.801200867),1604.6565414174984
WCC_SW001319,Manhole,POINT (1748710.7024993896 5421536.6661987305),2877.497923855146
WCC_SW000125,Lamphole,POINT (1752081.4445037842 5424659.13420105),299.5715316516871
WCC_SW001395,Manhole,POINT (1748600.982498169 5425327.890197754),356.28726814029505
WCC_SW001400,Manhole,POINT (1748540.5494995117 5425111.305198669),1607.5565085925627
WCC_SW000126,Lamphole,POINT (1752764.2135009766 5425133.685203552),873.8161337873898
WCC_SW000269,Manhole,POINT (1751723.7235031128 5424694.276199341),53.35802107444033
WCC_SW000270,Manhole,POINT (1751723.3964996338 5424693.3712005615),975.754609561176
WCC_SW001678,Manhole,POINT (1749293.7024993896 5421836.753196716),1326.752367265115
WCC_SW001692,Manhole,POINT (1749290.3854980469 5423776.0411987305),145.29950726559036
WCC_SW001696,Manhole,POINT (1749440.451499939 5424029.61920166),5783.169663744047
WCC_SW001752,Manhole,POINT (1749703.954498291 5423467.882202148),902.694897004927
WCC_SW001759,Manhole,POINT (1749574.003501892 5423518.930198669),851.4367166133306
WCC_SW001853,Manhole,POINT (1749942.568496704 5424280.719200134),685.2675202798564
WCC_SW001854,Manhole,POINT (1749947.7164993286 5424281.448196411),2132.789370405895
WCC_SW001859,Manhole,POINT (1749914.079498291 5424476.012199402),1076.3279548424762
WCC_SW001861,Manhole,POINT (1749853.8024978638 5424309.048202515),565.5524481895263
WCC_SW001900,Manhole,POINT (1749971.638496399 5424950.503196716),669.1967638203932
WCC_SW001920,Manhole,POINT (1750058.7434997559 5424011.372200012),740.5359276678646
WCC_SW001923,Manhole,POINT (1750074.9104995728 5424011.7462005615),528.9582130527997
WCC_SW001924,Manhole,POINT (1750041.110496521 5424019.693199158),853.6298106963222
WCC_SW001928,Manhole,POINT (1749996.3625030518 5423954.755203247),639.9469013734488
WCC_SW001932,Manhole,POINT (1750044.8525009155 5423955.786201477),140.8887425811845
WCC_SW001934,Manhole,POINT (1750176.3164978027 5424202.32119751),465.0380591766734
WCC_SW001961,Manhole,POINT (1750199.8495025635 5425195.115196228),174.75048527185572
WCC_SW001963,Manhole,POINT (1750201.7285003662 5425218.261199951),785.5030536430713
WCC_SW001967,Manhole,POINT (1750065.7314987183 5425246.8712005615),1129.3470644100744
WCC_SW001968,Manhole,POINT (1749998.0364990234 5425371.300201416),1403.0463029382518
WCC_SW001969,Manhole,POINT (1749993.5855026245 5425322.355201721),1048.1148294937157
WCC_SW001970,Manhole,POINT (1750004.3034973145 5425297.191200256),821.9197345736902
WCC_SW001984,Manhole,POINT (1750420.9424972534 5423552.364196777),4500.133399605809
WCC_SW002001,Manhole,POINT (1750444.420501709 5424454.355201721),888.6440854204993
WCC_SW002020,Manhole,POINT (1750352.926498413 5424375.63420105),123.54005425039213
WCC_SW002026,Manhole,POINT (1750260.3195037842 5424606.117202759),1303.6362196512928
WCC_SW002035,Manhole,POINT (1750234.926498413 5425071.57119751),1180.5209657490195
WCC_SW002045,Manhole,POINT (1751885.5895004272 5422261.91519928),1265.2405532167468
WCC_SW002072,Manhole,POINT (1752183.8414993286 5422395.193199158),790.3538611643598
WCC_SW002078,Manhole,POINT (1752186.4745025635 5422779.521202087),1437.9440419235034
WCC_SW002095,Manhole,POINT (1752193.4625015259 5422756.772201538),2900.1066354274226
WCC_SW002098,Manhole,POINT (1752221.1364974976 5422421.1691970825),527.2697476998437
WCC_SW002100,Manhole,POINT (1752184.8205032349 5422450.532203674),2087.4367979431117
WCC_SW002103,Manhole,POINT (1752191.9974975586 5422471.137199402),1389.2712351502269
WCC_SW000273,Manhole,POINT (1752486.4355010986 5423766.315200806),1671.0686370386102
WCC_SW002135,Manhole,POINT (1750694.2695007324 5423494.830200195),2981.870346670854
WCC_SW002137,Manhole,POINT (1750583.895500183 5423413.998199463),11043.53334839581
WCC_SW002143,Manhole,POINT (1750726.4294967651 5424283.969200134),1156.9381626609247
WCC_SW002152,Manhole,POINT (1750637.0015029907 5424308.2771987915),3175.197474233748
WCC_SW000546,Sump,POINT (1751804.576499939 5424079.961196899),2601.8101669917814
WCC_SW000548,Sump,POINT (1752342.8905029297 5424053.8542022705),179.57997318572598
WCC_SW000549,Sump,POINT (1752467.1364974976 5424234.633201599),318.41111763220397
WCC_SW000550,Sump,POINT (1752354.5364990234 5424052.7292022705),2064.4475178479915
WCC_SW000551,Sump,POINT (1752552.9394989014 5423866.344200134),1062.632828164642
WCC_SW000552,Sump,POINT (1752478.815498352 5424244.620201111),979.8614908005984
WCC_SW002236,Manhole,POINT (1752636.0534973145 5422877.22820282),11017.979756967165
WCC_SW002248,Manhole,POINT (1750795.4144973755 5423380.638198853),699.985852990154
WCC_SW002253,Manhole,POINT (1750819.5954971313 5423453.796203613),2199.4946200678532
WCC_SW002254,Manhole,POINT (1750841.7385025024 5423522.11920166),2511.0830109598755
WCC_SW002255,Manhole,POINT (1750868.03150177 5423470.641197205),1025.3714156169735
WCC_SW002262,Manhole,POINT (1750855.3694992065 5423563.034202576),1824.8477101106546
WCC_SW002264,Manhole,POINT (1750871.9944992065 5423674.453201294),1157.4474256722024
WCC_SW002265,Manhole,POINT (1750907.6965026855 5423715.628196716),1031.1749067346973
WCC_SW002266,Manhole,POINT (1750752.5885009766 5423739.082199097),8624.995151592215
WCC_SW002267,Manhole,POINT (1750803.7594985962 5424248.624198914),284.086482266197
WCC_SW002289,Manhole,POINT (1750943.4375 5424393.432197571),4866.048246830847
WCC_SW002310,Manhole,POINT (1751135.8085021973 5424230.399200439),2204.925843766716
WCC_SW000607,Sump,POINT (1752116.3864974976 5424489.515197754),318.1802655958745
WCC_SW002348,Manhole,POINT (1751448.121498108 5424308.46219635),209.65459164159256
WCC_SW000608,Sump,POINT (1752057.6825027466 5424625.945198059),2191.573947064404
WCC_SW000609,Sump,POINT (1752172.7945022583 5424439.398200989),2523.4768216006923
WCC_SW000611,Sump,POINT (1752313.8454971313 5424351.49420166),577.9481803085073
WCC_SW000612,Sump,POINT (1752300.4875030518 5424359.076202393),129.15486370629515
WCC_SW000613,Sump,POINT (1752623.0914993286 5425488.367202759),2301.5464226479817
WCC_SW000615,Sump,POINT (1752779.3765029907 5425342.912200928),1747.3799522827612
WCC_SW000616,Sump,POINT (1752766.87550354 5425348.037200928),1198.4156695803686
WCC_SW000617,Sump,POINT (1752741.8225021362 5425594.172203064),274.12017574274796
WCC_SW000620,Sump,POINT (1753111.4595031738 5425534.40019989),358.4695706817438
WCC_SW000621,Sump,POINT (1753103.9304962158 5425535.640197754),244.9878467163071
WCC_SW002481,Manhole,POINT (1751827.4045028687 5425002.49420166),57.90478279767558
WCC_SW000622,Sump,POINT (1752987.667503357 5425515.467201233),59.49281731696101
WCC_SW000875,Sump,POINT (1752584.1725006104 5425944.350196838),363.51135172354407
WCC_SW000876,Sump,POINT (1752590.2764968872 5425941.0441970825),279.3373204829404
WCC_SW000947,Sump,POINT (1752528.6315002441 5425219.031196594),2249.5039649101673
WCC_SW002107,Manhole,POINT (1752321.5995025635 5422781.100196838),1799.8761796906183
WCC_SW002108,Manhole,POINT (1752274.7194976807 5422775.480201721),7372.770044285222
WCC_SW002110,Manhole,POINT (1752443.1094970703 5422621.15019989),1169.3887022695853
WCC_SW002637,Manhole,POINT (1752169.1204986572 5425557.755203247),1441.5649122449104
WCC_SW002111,Manhole,POINT (1752346.0534973145 5422549.206199646),1179.5568250436045
WCC_SW002112,Manhole,POINT (1752442.2994995117 5422523.180198669),1239.1908633768908
WCC_SW002113,Manhole,POINT (1752387.9954986572 5422614.642196655),3693.376638801041
WCC_SW002114,Manhole,POINT (1752351.9694976807 5422661.470199585),502.7519408229855
WCC_SW002115,Manhole,POINT (1752327.309501648 5422653.220199585),1741.3478830521635
WCC_SW002118,Manhole,POINT (1752418.3984985352 5422561.765197754),3826.0539320083335
WCC_SW002119,Manhole,POINT (1752289.6445007324 5422614.067199707),727.9788420554833
WCC_SW002120,Joint,POINT (1752302.7894973755 5422627.7292022705),2786.5884763998038
WCC_SW002121,Manhole,POINT (1752439.1094970703 5422745.210197449),1679.516037475143
WCC_SW002122,Manhole,POINT (1752464.193496704 5422718.422203064),2578.7421788758656
WCC_SW002123,Manhole,POINT (1752429.9355010986 5422699.788200378),2363.481870368996
WCC_SW002906,Manhole,POINT (1752626.9335021973 5424519.068199158),780.1547262115928
WCC_SW002947,Manhole,POINT (1752507.4875030518 5424667.408203125),805.9617778527027
WCC_SW002124,Manhole,POINT (1752420.4154968262 5422676.534202576),2632.619900667196
WCC_SW003051,Manhole,POINT (1752958.9134979248 5424278.887199402),659.2790793132153
WCC_SW002125,Lamphole,POINT (1752313.2255020142 5422707.927200317),6296.390416105161
WCC_SW002127,Manhole,POINT (1752499.3495025635 5422680.880203247),407.5472256705398
WCC_SW002128,Manhole,POINT (1752538.5354995728 5422695.872200012),2320.178796568449
WCC_SW002129,Joint,POINT (1752487.926498413 5422693.078201294),1770.8242220535176
WCC_SW002183,Manhole,POINT (1752059.8195037842 5423065.610198975),1214.2776312044298
WCC_SW002184,Manhole,POINT (1752161.829498291 5423088.710197449),1083.6230266693165
WCC_SW002185,Joint,POINT (1752194.229499817 5423090.577201843),2670.586427964794
WCC_SW002186,Joint,POINT (1752214.7695007324 5423093.390197754),1292.9305116451287
WCC_SW002187,Joint,POINT (1752221.4615020752 5423094.319198608),1598.6529441080347
WCC_SW003193,Manhole,POINT (1753103.5025024414 5423965.904197693),1575.0385347735137
WCC_SW003197,Manhole,POINT (1753116.0224990845 5425015.836196899),102.21559096482815
WCC_SW002188,Manhole,POINT (1752132.3495025635 5423094.610198975),413.5360853988095
WCC_SW002189,Manhole,POINT (1752143.3195037842 5423093.79019928),896.7956550087547
WCC_SW002190,Manhole,POINT (1752089.9765014648 5423090.905197144),6687.7982600936375
WCC_SW002191,Manhole,POINT (1752439.4294967651 5423025.810203552),632.0134411150939
WCC_SW002192,Manhole,POINT (1752460.1295013428 5423043.390197754),267.6519054719829
WCC_SW002193,Manhole,POINT (1752395.2894973755 5423111.79019928),980.4149243934371
WCC_SW002194,Manhole,POINT (1752251.0695037842 5423098.04019928),897.8534445730329
WCC_SW002195,Manhole,POINT (1752242.74949646 5423048.430198669),1878.8701300972898
WCC_SW002196,Manhole,POINT (1752234.74949646 5422998.080200195),3234.7468480066455
WCC_SW003492,Manhole,POINT (1748646.0995025635 5425754.163200378),827.7776286343287
WCC_SW003509,Manhole,POINT (1749973.9384994507 5425603.83820343),581.4086898476235
WCC_SW003512,Manhole,POINT (1750015.4335021973 5425565.655197144),305.9746764296142
WCC_SW003665,Manhole,POINT (1745021.9134979248 5427803.269203186),2707.020564743725
WCC_SW003733,Manhole,POINT (1745636.1275024414 5427425.995201111),975.7058967433113
WCC_SW003745,Manhole,POINT (1745567.1064987183 5428255.896202087),302.1404058295011
WCC_SW003762,Manhole,POINT (1745846.4905014038 5427387.206199646),460.27308748997166
WCC_SW003806,Manhole,POINT (1746158.9014968872 5428203.719200134),4620.975035612646
WCC_SW003847,Manhole,POINT (1746511.3684997559 5428865.750198364),359.2424924513907
WCC_SW003858,Manhole,POINT (1746770.6194992065 5428017.194198608),1189.837140736723
WCC_SW003885,Manhole,POINT (1747225.9834976196 5428130.399200439),121.12949666022905
WCC_SW003886,Manhole,POINT (1747143.5045013428 5428298.147201538),3609.5068983123056
WCC_SW003888,Manhole,POINT (1747161.6025009155 5428509.640197754),131.2351535181806
WCC_SW003891,Manhole,POINT (1746996.2085037231 5428736.664199829),454.6552619920112
WCC_SW003904,Manhole,POINT (1747159.9365005493 5428538.468200684),1091.1965575529903
WCC_SW003919,Manhole,POINT (1747199.1234970093 5428584.066200256),2422.8968156453047
WCC_SW003925,Manhole,POINT (1747134.6654968262 5428877.33820343),6136.756743716891
WCC_SW003931,Manhole,POINT (1747191.142501831 5429063.880203247),1554.6528720635688
WCC_SW003966,Manhole,POINT (1747222.3675003052 5429296.86920166),1249.5405775763502
WCC_SW003968,Manhole,POINT (1747083.9944992065 5429206.191200256),750.9809848566656
WCC_SW003980,Manhole,POINT (1746985.295501709 5429814.351196289),1844.9129153618414
WCC_SW003981,Manhole,POINT (1747002.1484985352 5429782.268203735),1356.5177271652792
WCC_SW003999,Manhole,POINT (1747038.1374969482 5429722.516197205),2980.111024800106
WCC_SW004010,Manhole,POINT (1747096.3854980469 5429748.174201965),1986.4364693135722
WCC_SW004011,Manhole,POINT (1747064.9954986572 5429781.7941970825),1524.9061752148555
WCC_SW004015,Manhole,POINT (1746986.520500183 5429897.523200989),635.0008902667323
WCC_SW004049,Manhole,POINT (1747336.9895019531 5427974.826202393),1866.4045303771563
WCC_SW004058,Manhole,POINT (1747245.4014968872 5428062.594200134),421.06389995402424
WCC_SW004071,Manhole,POINT (1747237.670501709 5428548.848197937),432.67358528720797
WCC_SW004105,Manhole,POINT (1747452.8864974976 5429386.074203491),3404.057774777815
WCC_SW004139,Manhole,POINT (1747286.1265029907 5429719.551200867),1101.5051770439313
WCC_SW004160,Manhole,POINT (1747360.3044967651 5429716.670196533),466.56622032175073
WCC_SW004161,Manhole,POINT (1747357.6025009155 5429759.704200745),1295.0428439344105
WCC_SW004190,Manhole,POINT (1747644.9944992065 5426359.162200928),1142.542968561349
WCC_SW004200,Manhole,POINT (1747611.7054977417 5426629.456199646),1784.080899076158
WCC_SW004201,Manhole,POINT (1747697.4745025635 5426747.686203003),456.92450094086234
WCC_SW004220,Manhole,POINT (1747631.1224975586 5428311.573196411),2349.6714361119084
WCC_SW004221,Manhole,POINT (1747537.621498108 5428225.403198242),1953.151778747968
WCC_SW004262,Manhole,POINT (1747516.6725006104 5429455.102203369),2777.3884347941203
WCC_SW004300,Manhole,POINT (1747632.6035003662 5429771.8852005005),2527.870092993311
WCC_SW004301,Manhole,POINT (1747651.065498352 5429801.1212005615),580.2710588899499
WCC_SW004328,Manhole,POINT (1747759.2584991455 5426692.761199951),567.927360379399
WCC_SW004332,Manhole,POINT (1747755.6654968262 5426691.003196716),520.8124251368572
WCC_SW004357,Manhole,POINT (1747762.190498352 5427843.880203247),1946.449230962724
WCC_SW004435,Manhole,POINT (1748647.2164993286 5425831.620201111),1090.2816001117753
WCC_SW004437,Manhole,POINT (1748659.0404968262 5425811.004203796),2320.958342669037
WCC_SW004459,Manhole,POINT (1748535.0585021973 5427645.205200195),332.765842182067
WCC_SW004461,Manhole,POINT (1748553.7714996338 5427372.517196655),143.90925013215747
WCC_SW004472,Manhole,POINT (1748640.3815002441 5429507.476196289),1255.3022028711275
WCC_SW004474,Manhole,POINT (1748656.642501831 5429349.128196716),575.2139702939894
WCC_SW004475,Manhole,POINT (1748690.301498413 5429384.733200073),706.3031111621822
WCC_SW004490,Manhole,POINT (1748797.895500183 5426463.880203247),2342.996540047141
WCC_SW004504,Manhole,POINT (1748915.40650177 5429189.747200012),401.82407327511464
WCC_SW004507,Manhole,POINT (1748999.1084976196 5426037.782203674),754.090220679529
WCC_SW004537,Manhole,POINT (1749089.5155029297 5427005.733200073),217.06431063165655
WCC_SW004540,Manhole,POINT (1749155.8105010986 5426998.90019989),1884.7322470060026
WCC_SW004541,Manhole,POINT (1749075.7415008545 5427499.157203674),483.7014009297127
WCC_SW004548,Manhole,POINT (1749063.12550354 5428951.642196655),951.6949469654064
WCC_SW004615,Manhole,POINT (1750142.8164978027 5425883.019203186),1270.5295287309855
WCC_SW004620,Manhole,POINT (1750155.6725006104 5425854.992202759),749.6568514087412
WCC_SW004632,Manhole,POINT (1750220.3205032349 5425941.83719635),413.70320174330845
WCC_SW004640,Manhole,POINT (1750184.6295013428 5426424.497200012),4162.50172018999
WCC_SW004649,Manhole,POINT (1750162.5234985352 5426999.805198669),50.84447887411807
WCC_SW004657,Manhole,POINT (1750319.7884979248 5425985.082199097),684.4221445310395
WCC_SW004762,Manhole,POINT (1750632.1644973755 5426840.174201965),114.75786346307723
WCC_SW004793,Manhole,POINT (1750511.1924972534 5426966.995201111),4048.736340143194
WCC_SW004794,Manhole,POINT (1750512.0885009766 5426994.022201538),1618.1789543037303
WCC_SW004835,Manhole,POINT (1750877.6514968872 5426230.645202637),3289.1021317954
WCC_SW004919,Manhole,POINT (1750843.3854980469 5427082.288200378),3467.640212880011
WCC_SW005078,Manhole,POINT (1747715.0725021362 5431383.589202881),831.3717355552653
WCC_SW005085,Manhole,POINT (1747556.5114974976 5431675.631202698),2481.138489577599
WCC_SW005098,Manhole,POINT (1747830.5264968872 5430274.07119751),1758.9670268175832
WCC_SW005099,Manhole,POINT (1747873.871498108 5430170.519203186),1095.1612961170322
WCC_SW005100,Manhole,POINT (1747865.1165008545 5430184.655197144),1042.3236014983268
WCC_SW005101,Manhole,POINT (1747840.3375015259 5430253.474197388),818.8111479736399
WCC_SW005102,Manhole,POINT (1747884.5045013428 5430146.998199463),1435.418437449407
WCC_SW005103,Manhole,POINT (1747898.3645019531 5430127.1212005615),1276.6109932013787
WCC_SW005133,Manhole,POINT (1747848.778503418 5430027.252197266),640.3531921977701
WCC_SW005135,Manhole,POINT (1747865.9844970703 5430229.94619751),359.4966240238282
WCC_SW005142,Manhole,POINT (1747937.6744995117 5430201.374198914),1411.8816935778304
WCC_SW005144,Manhole,POINT (1747840.2474975586 5430150.061203003),602.9647740224027
WCC_SW005149,Manhole,POINT (1747927.8554992676 5430474.913200378),716.5626762693282
WCC_SW005154,Manhole,POINT (1747788.1094970703 5430355.314201355),594.7079858711804
WCC_SW005201,Manhole,POINT (1747911.9124984741 5431178.390197754),562.4458455159911
WCC_SW005203,Manhole,POINT (1747892.2594985962 5431251.727203369),138.12876573749236
WCC_SW005204,Manhole,POINT (1747895.159500122 5431250.983200073),115.5352392513887
WCC_SW005261,Manhole,POINT (1747771.8915023804 5431488.951202393),986.7879198410956
WCC_SW005262,Manhole,POINT (1747751.3584976196 5431478.046203613),1013.2788218263595
WCC_SW005269,Manhole,POINT (1747955.8874969482 5432029.879203796),173.3531042096729
WCC_SW005272,Manhole,POINT (1748101.2334976196 5430253.108200073),1074.9095798050985
WCC_SW005362,Manhole,POINT (1748422.221496582 5430530.136199951),766.5977756867069
WCC_SW005366,Manhole,POINT (1748314.6275024414 5430678.093200684),355.0117248472525
WCC_SW005367,Manhole,POINT (1748350.9755020142 5430690.518203735),1592.9912262543803
WCC_SW005372,Manhole,POINT (1748389.0224990845 5430706.7911987305),3573.578462118283
WCC_SW005385,Manhole,POINT (1748370.5875015259 5431686.46219635),315.3610046163667
WCC_SW005403,Manhole,POINT (1748375.701499939 5432321.2602005005),133.9569907829573
WCC_SW005406,Manhole,POINT (1748273.5944976807 5432479.439201355),460.58475209143944
WCC_SW005419,Manhole,POINT (1748434.2064971924 5432730.991203308),6559.564460884314
WCC_SW005433,Manhole,POINT (1748721.34349823 5430423.906196594),260.0567793053633
WCC_SW005449,Manhole,POINT (1748719.6725006104 5430437.80619812),127.81947374716401
WCC_SW005450,Manhole,POINT (1748511.7965011597 5430555.692199707),710.3091060298029
WCC_SW005451,Manhole,POINT (1748513.9554977417 5430561.128196716),138.9147809263668
WCC_SW005454,Manhole,POINT (1748534.7285003662 5430556.1352005005),673.4327887506806
WCC_SW005460,Manhole,POINT (1748671.8984985352 5430394.426200867),1105.6495260232477
WCC_SW005476,Manhole,POINT (1748510.2245025635 5430679.130203247),1109.1331857047626
WCC_SW005482,Manhole,POINT (1748551.2395019531 5431515.742202759),376.7590224077576
WCC_SW005486,Manhole,POINT (1748682.7665023804 5431647.878196716),205.84498663223349
WCC_SW005493,Manhole,POINT (1748697.0855026245 5431643.413200378),287.49003111955244
WCC_SW005494,Manhole,POINT (1748708.7164993286 5431633.943199158),403.91490911267465
WCC_SW005507,Manhole,POINT (1748645.2594985962 5432521.00920105),13.29561482561985
WCC_SW005508,Manhole,POINT (1748649.8874969482 5432523.516197205),91.61664835858392
WCC_SW005509,Manhole,POINT (1748666.9104995728 5432532.220199585),1498.7823174624355
WCC_SW005511,Manhole,POINT (1748533.9455032349 5432391.6042022705),585.1301738831098
WCC_SW005526,Manhole,POINT (1748693.4885025024 5432584.157203674),1832.7925740365172
WCC_SW005527,Manhole,POINT (1748634.6165008545 5432589.46320343),2919.5583089652064
WCC_SW005529,Manhole,POINT (1748540.590499878 5432561.126197815),134.85027992285904
WCC_SW005534,Manhole,POINT (1748919.545501709 5430207.654197693),1182.4684154262359
WCC_SW005539,Manhole,POINT (1748945.9745025635 5430243.694198608),155.16408839877113
WCC_SW005555,Manhole,POINT (1748825.6654968262 5430649.591201782),645.0807122225524
WCC_SW005576,Manhole,POINT (1748934.1894989014 5430282.774200439),942.2164735437254
WCC_SW005578,Manhole,POINT (1748925.045501709 5430752.999198914),961.8311885446019
WCC_SW005597,Manhole,POINT (1748972.8864974976 5432134.564201355),1620.8781315047527
